MatchID,Sequence,HA,Role,Player,Team,Mediaset,Goal,ISuss,Gazzetta,CDSport,EurosportIT,DataSport,Sky
2018_ITA_Serie_A_1_Sam_Fio,8,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,9,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,10,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,11,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,12,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,13,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,14,1,player,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,15,1,coach,,Sampdoria,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,16,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,17,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,18,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,19,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,20,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,21,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,22,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,23,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,24,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,25,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,26,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,27,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,28,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,29,2,player,,Fiorentina,,,,,,,,
2018_ITA_Serie_A_1_Sam_Fio,30,2,coach,,Fiorentina,,,,,,,,
